date,food_cpi_yoy,fx_official,pms_price,diesel_price,rainfall_mm,fao_food_index,cereals,oils,fx_chg_3m,fx_chg_6m,fx_depreciation_flag,fuel_shock_3m,fuel_shock_flag,diesel_shock_3m,rainfall_anomaly,drought_flag,global_food_shock_3m,cereals_shock_3m,oils_shock_3m,food_cpi_lag1,food_cpi_lag3,food_cpi_lag6,food_cpi_lag12,food_cpi_mom,target_3m,target_6m,risk_class,month,quarter,planting_season,harvest_season,ramadan_flag
2022-03-01,17.2,415.72,185.3,539.31,27.37,160.2,170.1,251.8,0.33305980595648155,1.1976630963972834,0,11.781383845086557,0,86.33521058632483,-0.14835641099726624,0,19.82049364248317,21.067615658362993,41.064425770308134,17.1,17.4,19.6,23.0,0.09999999999999787,20.6,23.3,Elevated,3,1,0,0,0
2022-04-01,18.4,415.53,172.61,654.46,46.25,158.8,169.7,237.5,-0.10337532455043652,1.0407294832826652,0,3.7319711538461586,0,127.14052684552115,-0.12224812927014415,0,17.022844509948442,20.69701280227596,27.75685852608929,17.2,17.1,18.3,22.7,1.1999999999999993,22.0,23.7,Elevated,4,2,1,0,1
2022-05-01,19.5,415.95,173.05,662.13,123.54,158.7,173.5,229.2,-0.23983691090059267,1.0224899208238103,0,1.543246097875861,0,112.23475863837425,0.15703562970792484,0,11.997177134791826,19.40812112869923,13.634110064452166,18.4,17.1,17.2,22.3,1.1000000000000014,23.1,24.1,Elevated,5,2,1,0,0
2022-06-01,20.6,415.61,175.89,733.43,111.57,155.7,166.3,211.8,-0.026460117386706283,0.30651156055414575,0,-5.078251484079887,0,35.99414066121527,-0.1981704499953799,0,-2.8089887640449396,-2.2339800117577746,-15.885623510722791,19.5,17.2,17.4,21.8,1.1000000000000014,23.3,23.8,Elevated,6,2,1,0,0
2022-07-01,22.0,417.26,190.01,768.4,153.85,141.6,147.3,168.8,0.416335763964093,0.31253005096643083,0,10.080528358727747,0,17.409772942578595,-0.1428287169691182,0,-10.831234256926958,-13.199764289923376,-28.926315789473676,20.6,18.4,17.1,21.0,1.3999999999999986,23.7,24.3,Elevated,7,3,0,0,0
2022-08-01,23.1,426.06,189.46,786.88,233.16,138.7,145.6,163.3,2.430580598629639,2.18491425830436,0,9.482808436867952,0,18.840711038617798,-0.03347930749620263,0,-12.602394454946442,-16.080691642651303,-28.752181500872588,22.0,19.5,17.1,20.3,1.1000000000000014,24.1,24.4,Elevated,8,3,0,0,0
2022-09-01,23.3,435.57,191.65,789.9,207.25,137.3,147.9,152.6,4.802579341209312,4.774848455691316,0,8.960145545511411,0,7.699439619322912,0.045781551858366264,0,-11.817597944765556,-11.064341551413115,-27.950897072710113,23.1,20.6,17.2,19.6,0.1999999999999993,23.8,24.5,Elevated,9,3,0,0,0
2022-10-01,23.7,440.85,195.29,801.0,111.5,136.7,152.3,151.3,5.653549345731679,6.093422857555431,0,2.7788011157307446,0,4.2425819885476335,0.0425571703355418,0,-3.4604519774011355,3.3944331296673402,-10.367298578199048,23.3,22.0,18.4,18.3,0.3999999999999986,24.3,24.6,Elevated,10,4,0,1,0
2022-11-01,24.1,445.58,202.48,808.49,24.15,136.0,150.1,154.7,4.581514340703174,7.123452338021385,0,6.872162989549246,0,2.7462891419276048,-0.04215536291007994,0,-1.9466474405191003,3.0906593406593297,-5.266380894060029,23.7,23.1,19.5,17.2,0.40000000000000213,24.4,24.8,Elevated,11,4,0,1,0
2022-12-01,23.8,450.71,214.87,817.86,7.66,133.1,147.3,144.6,3.4759051357990733,8.445417578980297,0,12.115836159666049,0,3.5396885681731938,0.23009864647855002,0,-3.0589949016751716,-0.40567951318457585,-5.242463958060284,24.1,23.3,20.6,17.4,-0.3000000000000007,24.5,25.3,Elevated,12,4,0,1,0
2023-01-01,24.3,460.99,257.12,828.1,6.71,131.4,147.5,140.4,4.568447317681756,10.480276086852335,0,31.660607301961186,1,3.3832709113607917,0.09807130333138514,0,-3.8771031455742344,-3.15167432698622,-7.204230006609391,23.8,23.7,22.0,17.1,0.5,24.6,27.0,Elevated,1,1,0,0,0
2023-02-01,24.4,460.84,263.76,836.91,14.88,130.7,146.7,135.9,3.4247497643520752,8.163169506642243,0,30.26471750296327,1,3.515194993135351,0.1561129918419447,0,-3.89705882352942,-2.2651565622918146,-12.152553329023908,24.3,24.1,23.1,17.1,0.09999999999999787,24.8,29.3,Elevated,2,1,0,0,0
2023-03-01,24.5,460.97,264.29,836.81,26.13,128.0,138.6,131.8,2.2764083335182317,5.831439263493832,0,22.99995346023178,1,2.317022473283936,-0.18694019069633058,0,-3.831705484598047,-5.906313645621197,-8.852005532503448,24.4,23.8,23.3,17.2,0.10000000000000142,25.3,30.6,Elevated,3,1,0,0,1
2023-04-01,24.6,460.96,254.06,842.25,56.65,128.4,136.1,130.0,-0.006507733356475587,4.561642281955303,0,-1.1901057871810838,0,1.708730829609939,0.07512742652640718,0,-2.2831050228310557,-7.728813559322035,-7.4074074074074066,24.5,24.3,23.7,18.4,0.10000000000000142,27.0,31.5,Elevated,4,2,1,0,0
2023-05-01,24.8,462.01,238.11,844.28,110.93,124.5,129.3,118.7,0.25388421143999196,3.687328874725071,0,-9.724749772520468,0,0.8806203773404464,0.03893445364659305,0,-4.743687834736033,-11.860940695296506,-12.65636497424577,24.6,24.4,24.1,19.5,0.1999999999999993,29.3,32.8,Elevated,5,2,1,0,0
2023-06-01,25.3,610.71,545.83,815.83,138.24,123.0,126.6,115.8,32.48367572727076,35.49954516207763,1,106.52692118506187,1,-2.507140211039527,-0.006498906582067784,0,-3.90625,-8.658008658008654,-12.139605462822466,24.8,24.5,23.8,20.6,0.5,30.6,33.9,High,6,2,1,0,0
2023-07-01,27.0,770.32,600.6,794.48,192.79,124.4,125.9,129.8,67.1121138493579,67.10123863858219,1,136.40085019286784,1,-5.671712674384088,0.07412448264883785,0,-3.1152647975077885,-7.494489346069056,-0.15384615384614886,25.3,24.6,24.3,22.0,1.6999999999999993,31.5,35.41,High,7,3,0,0,0
2023-08-01,29.3,762.12,626.21,854.32,229.73,121.8,125.0,125.8,64.95746845306378,65.3762694210572,1,162.99189450254084,1,1.1891789453735813,-0.04769772392821512,0,-2.168674698795181,-3.325599381283839,5.981465880370673,27.0,24.8,24.4,23.1,2.3000000000000007,32.8,37.92,High,8,3,0,0,0
2023-09-01,30.6,762.02,626.7,890.8,219.66,121.7,126.3,120.9,24.77608029997871,65.30793760982274,1,14.815968341791397,0,9.189414461346113,0.10840229520486722,0,-1.0569105691056846,-0.23696682464454666,4.404145077720223,29.3,25.3,24.5,23.3,1.3000000000000007,33.9,40.01,High,9,3,0,0,0
2023-10-01,31.5,796.94,630.63,1004.98,105.39,120.7,124.8,120.0,3.4557067192855007,72.88701839639016,0,5.000000000000004,0,26.495317692075314,-0.014573092541141246,0,-2.9742765273311877,-0.8737092930897639,-7.550077041602476,30.6,27.0,24.6,23.7,0.8999999999999986,35.41,40.53,High,10,4,0,1,0
2023-11-01,32.8,835.4,648.9,1055.57,22.42,120.6,121.0,124.1,9.615283682359731,80.81859700006493,0,3.6233851263952843,0,23.55674688641256,-0.11077114850699749,0,-0.9852216748768461,-3.200000000000003,-1.3513513513513487,31.5,29.3,24.8,24.1,1.2999999999999972,37.92,40.66,High,11,4,0,1,0
2023-12-01,33.9,899.07,671.86,1126.69,6.62,119.1,122.8,122.3,17.985092254796477,47.217173453848794,1,7.205999680868036,0,26.480691513246523,0.0630878641890341,0,-2.1364009860312283,-2.771179730799689,1.1579818031430822,32.8,30.6,25.3,23.8,1.1000000000000014,40.01,40.87,High,12,4,0,1,0
2024-01-01,35.41,944.08,668.3,1153.01,5.9,117.6,119.9,122.5,18.463121439506104,22.556859486966463,1,5.973391687677387,0,14.729646361121617,-0.034482758620689606,0,-2.5683512841756517,-3.9262820512820484,2.083333333333326,33.9,31.5,27.0,24.3,1.509999999999998,40.53,39.53,High,1,1,0,0,0
2024-02-01,37.92,1505.3,679.36,1257.06,11.8,117.4,113.8,120.9,80.18913095523104,97.51482706135516,1,4.6940977038064435,0,19.088265107951162,-0.08318996614684493,0,-2.6533996683250294,-5.950413223140494,-2.5785656728444684,35.41,32.8,29.3,24.4,2.510000000000005,40.66,37.52,High,2,1,0,0,0
2024-03-01,40.01,1511.34,696.79,1340.2,24.79,118.9,110.9,130.6,68.1003703827288,98.33337707671714,1,3.710594469085815,0,18.95019925622843,-0.22863556553241618,1,-0.16792611251048584,-9.690553745928332,6.786590351594435,37.92,33.9,30.6,24.5,2.0899999999999963,40.87,37.77,High,3,1,0,0,1
2024-04-01,40.53,1237.06,701.24,1302.5,50.47,119.2,111.6,130.9,31.033387001101588,55.22624036941299,1,4.928924135867141,0,12.965195444965794,-0.042159201821928144,0,1.3605442176870763,-6.922435362802348,6.857142857142873,40.01,35.41,31.5,24.6,0.5200000000000031,39.53,39.16,High,4,2,1,0,0
2024-05-01,40.66,1436.07,732.4,1403.96,104.45,120.5,118.7,127.8,-4.599083239221424,71.90208283457027,0,7.807348092322175,0,11.685997486197962,-0.02175512770768376,0,2.640545144804074,4.305799648506148,5.707196029776673,40.53,37.92,32.8,24.8,0.12999999999999545,37.52,39.93,High,5,2,1,0,0
2024-06-01,40.87,1482.27,750.2,1462.98,142.97,121.0,115.2,131.8,-1.9234586525864406,64.86702926357235,0,7.66515018872258,0,9.161319206088647,0.027494584244515036,0,1.766190075693852,3.877366997294862,0.9188361408882129,40.66,40.01,33.9,25.3,0.21000000000000085,37.77,39.84,High,6,2,1,0,0
2024-07-01,39.53,1560.22,770.54,1379.48,188.79,120.9,110.7,135.0,26.123227652660354,65.2635369883908,1,9.882493868005238,0,5.910172744721698,0.05183858643744021,0,1.4261744966443057,-0.806451612903214,3.1321619556913705,40.87,40.53,35.41,27.0,-1.3399999999999963,39.16,29.63,High,7,3,0,0,0
2024-08-01,37.52,1587.39,830.46,1406.05,243.85,121.7,110.2,136.1,10.537090810336558,5.453397993755416,1,13.388858547241945,0,0.1488646400182203,0.010834066165084005,0,0.9958506224066355,-7.160909856781805,6.494522691705784,39.53,40.66,37.92,29.3,-2.009999999999998,39.93,26.98,High,8,3,0,0,0
2024-09-01,37.77,1618.22,1030.46,1410.2,163.35,124.6,113.6,142.4,9.171743339607508,7.071869996162361,0,37.35803785657157,1,-3.6077048216653695,-0.17573743548340592,0,2.975206611570247,-1.388888888888895,8.042488619119869,37.52,40.87,40.01,30.6,0.25,39.84,25.22,High,9,3,0,0,0
2024-10-01,39.16,1641.12,1184.83,1440.5,96.85,126.9,114.4,152.7,5.185166194511015,32.66292661633228,0,53.76618994471409,1,4.42340592107171,-0.09442455652917293,0,4.962779156327546,3.342366757000903,13.111111111111097,37.77,39.53,40.53,31.5,1.3899999999999935,29.63,24.68,High,10,4,0,1,0
2024-11-01,39.93,1670.78,1190.1,1485.6,26.64,127.7,111.4,164.1,5.253277392449229,16.343910812147033,0,43.30611950003611,1,5.65769353863661,0.05660377358490569,0,4.930156121610518,1.0889292196007316,20.573108008817044,39.16,37.52,40.66,32.8,0.7700000000000031,26.98,24.55,High,11,4,0,1,0
2024-12-01,39.84,1553.73,1202.4,1550.2,5.96,127.3,111.4,162.1,-3.985243044827036,4.820984031249376,0,16.685751994254993,1,9.9276698340661,-0.042899747648543346,0,2.1669341894061,-1.936619718309851,13.83426966292134,39.93,37.77,40.87,33.9,-0.0899999999999963,25.22,25.41,High,12,4,0,1,0
2025-01-01,29.63,1535.95,1210.5,1655.4,5.91,124.6,111.8,153.0,-6.408428390367549,-1.5555498583533112,0,2.1665555396132907,0,14.91843110031239,-0.03284628872004674,0,-1.812450748620975,-2.272727272727282,0.19646365422396617,39.84,39.16,39.53,35.41,-10.210000000000004,24.68,26.2,High,1,1,0,0,0
2025-02-01,26.98,1500.92,1245.8,1680.1,15.19,126.6,112.6,156.0,-10.166509055650652,-5.447306585023215,0,4.68027896815395,0,13.092353257942912,0.1801986791719851,0,-0.8613938919342257,1.077199281867136,-4.936014625228513,29.63,39.93,37.52,37.92,-2.6499999999999986,24.55,25.3,High,2,1,0,0,0
2025-03-01,25.22,1526.37,1225.4,1698.0,25.0,127.2,109.7,161.8,-1.7609237126141708,-5.675989667659531,0,1.9128409846972616,0,9.534253644691004,-0.2221012157446714,1,-0.07855459544382493,-1.526032315978454,-0.18507094386179812,26.98,39.84,37.77,40.01,-1.7600000000000016,25.41,20.16,High,3,1,0,0,1
2025-04-01,24.68,1595.05,1239.33,1722.45,48.29,128.2,110.9,158.0,3.8477815033041374,-2.807229209320461,0,2.3816604708797984,0,4.050380572671264,-0.08353215486389756,0,2.8892455858748,-0.8050089445438169,3.267973856209161,25.22,29.63,39.16,40.53,-0.5399999999999991,26.2,16.3,Elevated,4,2,1,0,0
2025-05-01,24.55,1595.2,880.2,1758.26,88.51,127.1,109.0,152.2,6.281480691842334,-4.523635667173409,0,-29.346604591427194,0,4.652104041426108,-0.17104400529829666,0,0.3949447077409074,-3.1971580817051426,-2.4358974358974383,24.68,26.98,39.93,40.66,-0.129999999999999,25.3,14.21,Elevated,5,2,1,0,0
2025-06-01,25.41,1549.79,895.5,1813.81,151.37,128.1,107.3,155.7,1.534359296893939,-0.25358331241592813,0,-26.921821446058438,0,6.8203769140164905,0.08786357429595193,0,0.7075471698113178,-2.1877848678213407,-3.770086526576033,24.55,25.22,39.84,40.87,0.8599999999999994,20.16,10.84,High,6,2,1,0,0
2025-07-01,26.2,1530.3,920.15,1412.3,163.45,129.8,106.5,166.8,-4.059433873546281,-0.3678505159673273,0,-25.754238177079547,0,-18.00632819530321,-0.08934256606176388,0,1.2480499219968966,-3.9675383228133465,5.569620253164564,25.41,24.68,29.63,39.53,0.7899999999999991,16.3,8.89,High,7,3,0,0,0
2025-08-01,25.3,1534.78,944.8,1442.1,216.8,130.0,105.6,169.1,-3.7876128385155527,2.255949684193692,0,7.339241081572356,0,-17.981413442835535,-0.10129659403489756,0,2.2816679779701143,-3.1192660550458773,11.103810775295674,26.2,24.55,26.98,37.52,-0.8999999999999986,14.21,12.12,High,8,3,0,0,0
2025-09-01,20.16,1497.79,962.3,1460.5,194.14,128.6,104.8,167.9,-3.3552932978016425,-1.8724162555605717,0,7.459519821328864,0,-19.47888698375243,-0.020371384908163027,0,0.3903200624512104,-2.329916123019571,7.83558124598589,25.3,25.41,25.22,37.77,-5.140000000000001,10.84,14.31,Elevated,9,3,0,0,0
2025-10-01,16.3,1459.59,985.12,1498.0,113.08,126.4,103.8,169.4,-4.620662615173499,-8.492523745337143,0,7.060805303483142,0,6.0681158394108925,0.057330626202179956,0,-2.6194144838212696,-2.5352112676056415,1.5587529976019088,20.16,26.2,24.68,39.16,-3.8599999999999994,8.89,16.06,Elevated,10,4,0,1,0
2025-11-01,14.21,1443.85,998.4,1510.45,25.43,125.2,105.6,165.0,-5.924627633927992,-9.487838515546642,0,5.673158340389506,0,4.739615838014011,0.008612385970876534,0,-3.6923076923076947,0.0,-2.424600827912471,16.3,25.3,24.55,39.93,-2.09,12.12,,Low,11,4,0,1,0
2025-12-01,10.84,1450.97,1012.3,1555.2,5.87,124.5,107.2,165.2,-3.1259388832880375,-6.376347763245338,0,5.195884859191513,0,6.484080794248559,-0.05735260380821297,0,-3.188180404354579,2.2900763358778775,-1.6081000595592698,14.21,20.16,25.41,39.84,-3.370000000000001,14.31,,Low,12,4,0,1,0
2026-01-01,8.89,1416.52,1034.76,1568.1,5.68,124.1,107.5,168.6,-2.9508286573626807,-7.435143435927594,0,5.0389800227383486,0,4.679572763684914,-0.07048509643483349,0,-1.8196202531645667,3.5645472061657024,-0.47225501770956635,10.84,16.3,26.2,29.63,-1.9499999999999993,16.06,,Low,1,1,0,0,0
2026-02-01,12.12,1355.53,1051.47,1582.4,10.28,125.5,108.7,174.2,-6.116978910551651,-11.67919832158355,0,5.315504807692317,0,4.763481081796828,-0.20128752982962433,1,0.23961661341853624,2.9356060606060774,5.575757575757567,8.89,14.21,25.3,26.98,3.2299999999999986,,,Low,2,1,0,0,1
2026-03-01,14.31,1379.98,1288.54,1648.06,34.19,128.6,110.4,183.1,-4.892589095570554,-7.865588633920639,0,27.288353254963948,1,5.970936213991762,0.06385437734758731,0,3.2931726907630576,2.9850746268656803,10.835351089588375,12.12,10.84,20.16,25.22,2.1900000000000013,,,Low,3,1,0,0,0
2026-04-01,16.06,1361.22,1532.93,2474.69,64.47,130.7,111.3,193.9,-3.9039335837121936,-6.739563850122288,0,48.14353086706096,1,57.81455264332634,0.22353866175035253,0,5.31829170024174,3.5348837209302264,15.00593119810203,14.31,8.89,16.3,24.68,1.7499999999999982,,,Elevated,4,2,1,0,0
